user_id,device,sessions_pre,spend_pre,revenue_y0,revenue_y1
697,desktop,4,70.73,34.07,36.57
698,mobile,3,54.86,19.95,22.45
699,mobile,5,63.56,13.03,15.53
700,mobile,5,112.13,50.1,52.6
701,mobile,4,37.41,11.59,14.09
702,mobile,6,34.86,12.41,14.91
703,desktop,6,11.02,8.21,10.71
704,mobile,9,106.96,18.63,21.13
705,desktop,2,44.99,33.98,36.48
706,desktop,13,116.85,74.34,76.84
707,mobile,3,29.86,7.84,10.34
708,desktop,4,106.26,26.91,29.41
709,mobile,6,86.11,29.54,32.04
710,desktop,4,37.68,0.0,2.5
711,desktop,3,68.07,30.09,32.59
712,mobile,6,130.23,57.83,60.33
713,mobile,2,49.27,0.0,2.5
714,mobile,4,26.09,31.74,34.24
715,mobile,6,132.89,27.44,29.94
716,mobile,4,23.4,0.0,2.5
717,mobile,4,38.34,0.0,2.5
718,mobile,7,54.82,4.31,6.81
719,desktop,9,69.91,8.8,11.3
720,mobile,8,103.75,17.98,20.48
721,mobile,2,49.27,3.48,5.98
722,desktop,6,44.2,31.34,33.84
723,desktop,5,54.2,0.0,2.5
724,mobile,8,22.31,6.04,8.54
725,desktop,3,44.01,0.0,2.5
726,desktop,3,35.67,0.0,2.5
727,desktop,5,124.55,27.71,30.21
728,mobile,3,76.18,33.73,36.23
729,mobile,2,6.31,0.0,2.5
730,mobile,4,17.77,14.44,16.94
731,desktop,7,40.63,0.0,2.5
732,mobile,7,32.77,18.41,20.91
733,mobile,5,28.55,18.21,20.71
734,desktop,5,120.23,51.69,54.19
735,mobile,6,27.11,0.0,2.5
736,mobile,6,63.04,16.98,19.48
737,mobile,6,174.85,42.71,45.21
738,desktop,4,45.03,15.97,18.47
739,mobile,6,73.38,11.26,13.76
740,mobile,7,75.63,12.67,15.17
741,mobile,5,30.52,41.16,43.66
742,mobile,7,79.75,12.18,14.68
743,mobile,1,28.79,3.18,5.68
744,desktop,4,108.23,50.13,52.63
745,mobile,6,46.48,17.5,20.0
746,mobile,1,7.92,0.0,2.5
747,desktop,4,119.34,39.14,41.64
748,desktop,8,25.28,9.23,11.73
749,desktop,5,28.06,16.13,18.63
750,desktop,7,78.99,48.87,51.37
751,mobile,5,6.38,0.0,2.5
752,mobile,6,32.42,13.34,15.84
753,desktop,2,178.15,74.89,77.39
754,mobile,2,15.48,0.0,2.5
755,mobile,2,122.9,66.57,69.07
756,mobile,4,116.43,24.11,26.61
757,mobile,5,22.64,0.0,2.5
758,desktop,10,61.04,0.0,2.5
759,mobile,4,47.78,68.26,70.76
760,mobile,6,30.44,0.0,2.5
761,mobile,5,25.58,31.36,33.86
762,mobile,7,2.24,6.93,9.43
763,desktop,5,122.02,0.0,2.5
764,mobile,6,92.07,14.7,17.2
765,mobile,5,13.46,0.0,2.5
766,mobile,5,72.47,0.0,2.5
767,mobile,5,27.76,0.0,2.5
768,desktop,7,68.41,10.48,12.98
769,desktop,2,74.56,69.72,72.22
770,mobile,4,51.01,30.34,32.84
771,mobile,10,90.75,40.45,42.95
772,desktop,7,16.23,0.0,2.5
773,mobile,7,77.42,55.92,58.42
774,desktop,4,1.58,25.96,28.46
775,desktop,7,25.23,0.0,2.5
776,mobile,5,153.05,24.2,26.7
777,desktop,5,43.77,4.84,7.34
778,desktop,4,14.4,12.15,14.65
779,mobile,4,105.6,20.33,22.83
780,mobile,1,35.31,4.77,7.27
781,mobile,4,58.72,20.39,22.89
782,desktop,4,41.13,0.0,2.5
783,mobile,4,19.49,4.04,6.54
784,desktop,2,50.68,28.93,31.43
785,desktop,5,52.68,6.48,8.98
786,mobile,6,86.4,27.39,29.89
787,mobile,3,37.83,0.0,2.5
788,mobile,2,43.04,26.32,28.82
789,mobile,5,12.03,23.68,26.18
790,mobile,8,14.77,24.02,26.52
791,desktop,9,6.77,3.03,5.53
792,mobile,10,149.61,21.89,24.39
793,mobile,1,43.77,0.0,2.5
794,desktop,3,61.41,52.45,54.95
795,mobile,5,39.53,0.0,2.5
796,mobile,7,91.5,40.0,42.5
797,desktop,5,12.12,0.0,2.5
798,mobile,4,41.85,27.13,29.63
799,mobile,7,22.73,0.0,2.5
800,mobile,5,72.21,10.14,12.64
801,mobile,7,81.77,18.58,21.08
802,mobile,2,77.07,32.13,34.63
803,mobile,5,61.06,12.17,14.67
804,mobile,3,12.76,4.43,6.93
805,mobile,2,126.68,10.5,13.0
806,mobile,5,3.39,19.28,21.78
807,mobile,7,45.09,0.0,2.5
808,mobile,7,46.75,0.0,2.5
809,mobile,7,44.51,38.22,40.72
810,mobile,6,174.4,49.87,52.37
811,mobile,1,45.3,20.67,23.17
812,mobile,7,58.35,12.28,14.78
813,mobile,6,38.02,26.71,29.21
814,mobile,3,37.18,3.37,5.87
815,mobile,8,41.35,0.0,2.5
816,desktop,3,16.02,13.34,15.84
817,desktop,1,34.28,16.16,18.66
818,mobile,6,105.51,40.0,42.5
819,desktop,4,56.0,30.57,33.07
820,mobile,6,14.55,11.82,14.32
821,desktop,5,1.84,0.0,2.5
822,mobile,7,18.74,0.0,2.5
823,mobile,3,27.01,0.0,2.5
824,mobile,2,18.88,0.0,2.5
825,mobile,3,51.39,32.14,34.64
826,mobile,3,84.18,29.2,31.7
827,mobile,6,58.71,34.51,37.01
828,mobile,8,11.68,16.91,19.41
829,desktop,6,134.61,95.29,97.79
830,desktop,3,22.88,11.4,13.9
831,mobile,4,49.18,21.56,24.06
832,mobile,3,180.84,82.23,84.73
833,mobile,3,19.72,11.83,14.33
834,desktop,4,30.91,16.51,19.01
835,desktop,7,91.94,27.31,29.81
836,mobile,4,5.41,0.0,2.5
837,desktop,5,65.38,23.37,25.87
838,desktop,5,109.88,35.42,37.92
839,mobile,6,62.76,17.43,19.93
840,desktop,6,18.01,10.0,12.5
841,desktop,5,62.86,53.27,55.77
842,desktop,7,46.36,24.14,26.64
843,desktop,5,32.09,27.03,29.53
844,desktop,7,84.52,14.28,16.78
845,desktop,3,93.73,33.54,36.04
846,desktop,7,153.28,83.24,85.74
847,mobile,5,36.64,7.84,10.34
848,desktop,5,155.32,33.44,35.94
849,mobile,7,41.64,25.29,27.79
850,desktop,7,22.76,3.48,5.98
851,mobile,6,9.56,4.36,6.86
852,mobile,2,194.55,69.6,72.1
853,mobile,8,95.4,26.77,29.27
854,desktop,5,29.34,0.0,2.5
855,desktop,4,2.44,0.0,2.5
856,mobile,10,59.17,0.0,2.5
857,mobile,6,169.99,51.66,54.16
858,desktop,3,25.93,0.0,2.5
859,mobile,8,27.53,19.38,21.88
860,desktop,3,50.83,35.79,38.29
861,mobile,4,78.49,33.66,36.16
862,desktop,7,57.67,15.61,18.11
863,mobile,4,60.86,17.91,20.41
864,mobile,3,27.38,0.0,2.5
865,desktop,3,128.52,55.57,58.07
866,desktop,4,43.65,18.03,20.53
867,mobile,4,46.51,24.89,27.39
868,mobile,4,67.31,39.15,41.65
869,mobile,6,19.21,31.5,34.0
870,desktop,2,158.59,67.54,70.04
871,desktop,3,27.62,41.24,43.74
872,desktop,6,140.99,39.17,41.67
873,mobile,5,20.97,6.46,8.96
874,desktop,3,94.97,3.72,6.22
875,mobile,6,23.1,12.36,14.86
876,mobile,2,11.32,13.32,15.82
877,mobile,5,58.56,3.67,6.17
878,mobile,6,43.13,0.0,2.5
879,desktop,6,46.64,0.0,2.5
880,mobile,3,74.04,12.17,14.67
881,mobile,6,18.08,0.0,2.5
882,desktop,2,9.35,0.0,2.5
883,mobile,3,74.36,29.35,31.85
884,mobile,4,58.13,22.6,25.1
885,mobile,4,28.91,0.0,2.5
886,mobile,4,60.13,53.08,55.58
887,desktop,6,19.61,13.58,16.08
888,mobile,8,88.44,28.07,30.57
889,mobile,3,18.83,3.58,6.08
890,desktop,7,40.8,17.34,19.84
891,mobile,3,50.94,0.0,2.5
892,mobile,10,88.13,69.4,71.9
893,mobile,4,16.31,24.44,26.94
894,desktop,7,8.47,32.4,34.9
895,mobile,3,22.78,18.11,20.61
896,mobile,6,9.74,0.0,2.5
897,mobile,5,81.81,34.59,37.09
898,desktop,7,7.97,21.51,24.01
899,mobile,5,43.84,0.19,2.69
900,mobile,3,7.35,3.64,6.14
901,mobile,6,108.69,12.55,15.05
902,desktop,6,19.14,8.9,11.4
903,desktop,4,40.27,29.67,32.17
904,mobile,5,53.94,0.0,2.5
905,mobile,7,42.5,0.0,2.5
906,mobile,3,3.07,34.92,37.42
907,desktop,3,42.64,20.66,23.16
908,mobile,7,67.04,2.65,5.15
909,mobile,2,43.67,27.81,30.31
910,desktop,6,70.78,36.1,38.6
911,desktop,7,41.7,26.65,29.15
912,desktop,1,17.72,0.0,2.5
913,mobile,4,34.3,30.66,33.16
914,desktop,4,154.39,47.26,49.76
915,desktop,4,117.38,18.25,20.75
916,desktop,5,91.74,33.87,36.37
917,desktop,2,41.49,32.19,34.69
918,mobile,6,66.11,32.58,35.08
919,mobile,4,108.7,53.78,56.28
920,mobile,6,271.45,91.49,93.99
921,mobile,9,138.39,70.67,73.17
922,desktop,5,66.76,19.92,22.42
923,mobile,6,116.49,34.91,37.41
924,mobile,7,62.37,4.72,7.22
925,mobile,4,91.63,49.09,51.59
926,desktop,8,55.83,0.0,2.5
927,mobile,10,88.93,37.24,39.74
928,mobile,5,46.41,0.0,2.5
929,mobile,6,69.08,58.42,60.92
930,desktop,4,47.95,50.03,52.53
931,mobile,5,46.44,21.59,24.09
932,mobile,6,26.67,18.11,20.61
933,desktop,6,50.33,3.68,6.18
934,mobile,6,87.64,20.63,23.13
935,mobile,4,57.97,0.0,2.5
936,desktop,5,34.74,0.0,2.5
937,mobile,4,4.91,0.0,2.5
938,desktop,4,142.71,44.65,47.15
939,mobile,2,42.44,54.91,57.41
940,mobile,7,71.19,39.48,41.98
941,desktop,9,87.99,63.01,65.51
942,mobile,4,60.77,12.0,14.5
943,desktop,5,70.16,18.58,21.08
944,mobile,4,28.62,0.0,2.5
945,desktop,7,65.02,16.22,18.72
946,mobile,4,33.66,0.0,2.5
947,mobile,8,145.28,32.69,35.19
948,mobile,6,20.54,32.15,34.65
949,mobile,2,95.05,44.21,46.71
950,mobile,4,37.14,33.93,36.43
951,mobile,5,124.44,56.36,58.86
952,mobile,10,8.52,0.0,2.5
953,mobile,6,69.45,48.71,51.21
954,mobile,3,92.81,26.0,28.5
955,desktop,5,35.45,1.15,3.65
956,mobile,4,31.18,0.0,2.5
957,desktop,6,40.2,38.34,40.84
958,mobile,3,22.91,9.26,11.76
959,mobile,3,65.48,8.04,10.54
960,mobile,3,54.01,19.69,22.19
961,mobile,5,99.52,40.42,42.92
962,mobile,2,62.11,41.88,44.38
963,desktop,6,92.23,8.17,10.67
964,mobile,8,23.07,0.0,2.5
965,mobile,6,100.1,50.78,53.28
966,mobile,2,104.83,70.17,72.67
967,mobile,3,21.31,0.0,2.5
968,mobile,3,47.26,29.4,31.9
969,mobile,4,86.12,57.84,60.34
970,mobile,8,29.38,4.24,6.74
971,mobile,6,103.37,52.87,55.37
972,desktop,4,44.67,21.39,23.89
973,mobile,7,18.19,15.33,17.83
974,mobile,6,17.3,0.0,2.5
975,mobile,2,90.45,33.3,35.8
976,mobile,2,22.44,0.0,2.5
977,mobile,2,2.72,0.0,2.5
978,mobile,7,160.65,67.52,70.02
979,desktop,7,12.71,8.89,11.39
980,mobile,5,63.19,21.82,24.32
981,mobile,6,80.13,14.88,17.38
982,mobile,3,47.98,19.11,21.61
983,mobile,6,50.31,19.97,22.47
984,mobile,4,109.74,0.0,2.5
985,mobile,3,30.37,0.0,2.5
986,desktop,6,146.3,33.41,35.91
987,mobile,3,2.06,0.0,2.5
988,desktop,1,80.33,37.97,40.47
989,mobile,4,35.67,0.0,2.5
990,mobile,5,29.22,3.68,6.18
991,desktop,5,32.44,10.05,12.55
992,mobile,3,192.42,59.57,62.07
993,desktop,2,19.59,0.0,2.5
994,mobile,3,40.34,15.76,18.26
995,desktop,4,100.48,56.76,59.26
996,mobile,4,135.1,50.98,53.48
997,desktop,3,33.26,0.0,2.5
998,mobile,3,44.8,0.89,3.39
999,desktop,4,26.1,21.24,23.74
1000,desktop,2,156.75,68.22,70.72
1001,desktop,3,39.8,37.02,39.52
1002,desktop,5,77.03,26.89,29.39
1003,mobile,3,68.98,27.79,30.29
1004,desktop,6,67.88,30.75,33.25
1005,mobile,6,34.31,7.78,10.28
1006,desktop,3,83.81,80.97,83.47
1007,desktop,7,62.02,0.0,2.5
1008,mobile,3,73.03,28.13,30.63
1009,mobile,6,20.08,7.38,9.88
1010,mobile,3,14.83,0.0,2.5
1011,mobile,5,40.73,0.0,2.5
1012,desktop,1,186.12,93.98,96.48
1013,mobile,5,119.78,67.81,70.31
1014,mobile,5,27.28,10.61,13.11
1015,desktop,2,46.2,26.97,29.47
1016,desktop,4,28.15,0.0,2.5
1017,desktop,4,26.6,21.13,23.63
1018,mobile,2,24.75,32.07,34.57
1019,desktop,7,61.88,22.99,25.49
1020,mobile,4,63.21,24.16,26.66
1021,mobile,5,25.04,30.42,32.92
1022,mobile,2,24.5,3.22,5.72
1023,mobile,3,76.98,43.96,46.46
1024,mobile,2,209.52,61.77,64.27
1025,mobile,4,10.19,24.93,27.43
1026,mobile,2,56.82,37.77,40.27
1027,mobile,3,3.77,0.0,2.5
1028,mobile,5,58.01,0.0,2.5
1029,desktop,6,127.46,66.07,68.57
1030,mobile,4,21.29,20.83,23.33
1031,mobile,2,14.43,11.7,14.2
1032,mobile,4,30.52,11.84,14.34
1033,desktop,6,94.45,2.13,4.63
1034,mobile,2,48.84,5.33,7.83
1035,mobile,11,90.86,35.77,38.27
1036,mobile,2,45.62,40.67,43.17
1037,mobile,9,48.3,23.59,26.09
1038,mobile,5,43.36,0.0,2.5
1039,mobile,4,19.55,2.69,5.19
1040,desktop,8,24.38,31.09,33.59
1041,desktop,6,43.67,28.91,31.41
1042,desktop,4,74.62,23.99,26.49
1043,mobile,6,116.45,16.89,19.39
1044,desktop,6,77.06,6.36,8.86
1045,mobile,5,11.17,17.5,20.0
1046,mobile,2,41.66,13.07,15.57
1047,mobile,7,25.64,4.88,7.38
1048,desktop,5,12.65,16.44,18.94
1049,mobile,9,29.15,0.0,2.5
1050,desktop,7,25.75,21.02,23.52
1051,mobile,5,51.16,0.0,2.5
1052,mobile,5,28.77,12.62,15.12
1053,desktop,9,1.92,0.0,2.5
1054,mobile,3,57.62,5.84,8.34
1055,mobile,4,15.94,25.91,28.41
1056,mobile,6,52.31,0.0,2.5
1057,desktop,6,34.89,16.78,19.28
1058,desktop,4,50.25,0.0,2.5
1059,mobile,5,34.41,34.46,36.96
1060,mobile,4,98.21,33.42,35.92
1061,mobile,4,121.24,36.83,39.33
1062,mobile,3,49.57,32.67,35.17
1063,mobile,1,54.21,6.86,9.36
1064,mobile,4,18.94,0.0,2.5
1065,mobile,4,156.13,75.83,78.33
1066,mobile,6,89.32,40.94,43.44
1067,mobile,3,100.72,23.99,26.49
1068,desktop,8,40.43,18.65,21.15
1069,mobile,6,78.67,34.25,36.75
1070,mobile,4,17.42,5.7,8.2
1071,mobile,4,120.52,26.63,29.13
1072,desktop,8,56.91,1.91,4.41
1073,mobile,6,83.09,29.44,31.94
1074,desktop,4,49.83,26.61,29.11
1075,mobile,9,57.13,0.0,2.5
1076,mobile,6,57.11,48.91,51.41
1077,mobile,3,15.55,9.61,12.11
1078,mobile,3,60.55,11.24,13.74
1079,desktop,2,30.2,16.11,18.61
1080,mobile,2,50.81,21.71,24.21
1081,mobile,9,46.18,0.0,2.5
1082,desktop,1,84.9,21.12,23.62
1083,desktop,5,29.9,29.33,31.83
1084,mobile,3,11.97,15.45,17.95
1085,mobile,4,48.16,23.35,25.85
1086,desktop,2,59.31,31.77,34.27
1087,mobile,1,17.32,14.61,17.11
1088,mobile,4,226.62,86.54,89.04
1089,mobile,4,261.8,86.84,89.34
1090,mobile,4,21.28,24.65,27.15
1091,mobile,5,69.28,69.82,72.32
1092,desktop,7,60.01,31.49,33.99
1093,desktop,6,67.0,28.19,30.69
1094,mobile,5,47.8,4.04,6.54
1095,mobile,5,66.51,23.7,26.2
1096,mobile,7,46.5,15.65,18.15
1097,desktop,6,23.36,0.0,2.5
1098,mobile,8,24.32,0.0,2.5
1099,desktop,5,28.23,15.11,17.61
1100,mobile,5,44.78,36.04,38.54
1101,mobile,6,64.28,10.28,12.78
1102,mobile,4,195.65,55.68,58.18
1103,mobile,2,78.76,3.64,6.14
1104,desktop,4,83.4,57.21,59.71
1105,mobile,8,204.28,91.21,93.71
1106,mobile,6,3.85,0.0,2.5
1107,desktop,5,97.9,27.4,29.9
1108,mobile,5,33.85,0.0,2.5
1109,mobile,5,19.78,0.0,2.5
1110,desktop,5,49.07,6.77,9.27
1111,mobile,5,8.57,4.2,6.7
1112,desktop,3,42.06,30.52,33.02
1113,desktop,7,53.29,0.0,2.5
1114,mobile,6,128.44,41.7,44.2
1115,mobile,5,29.45,0.0,2.5
1116,mobile,4,32.58,27.56,30.06
1117,mobile,7,85.56,49.66,52.16
1118,mobile,4,21.04,0.0,2.5
1119,desktop,9,4.27,8.99,11.49
1120,mobile,4,99.4,50.34,52.84
1121,desktop,9,98.96,45.69,48.19
1122,mobile,5,30.26,0.0,2.5
1123,mobile,2,44.52,7.81,10.31
1124,mobile,4,39.7,0.0,2.5
1125,mobile,4,81.35,9.74,12.24
1126,mobile,5,57.52,24.6,27.1
1127,desktop,4,56.29,7.33,9.83
1128,desktop,5,11.67,12.9,15.4
1129,desktop,6,184.72,74.74,77.24
1130,mobile,8,167.28,64.29,66.79
1131,mobile,3,63.72,15.14,17.64
1132,mobile,6,41.85,42.93,45.43
1133,desktop,6,65.11,22.7,25.2
1134,mobile,3,79.52,1.21,3.71
1135,desktop,3,41.9,24.6,27.1
1136,mobile,5,10.78,11.95,14.45
1137,desktop,6,35.0,0.34,2.84
1138,desktop,5,36.45,0.0,2.5
1139,mobile,6,34.91,12.84,15.34
1140,mobile,2,152.42,58.77,61.27
1141,mobile,6,104.68,70.53,73.03
1142,desktop,8,70.73,28.46,30.96
1143,desktop,5,82.58,23.21,25.71
1144,mobile,5,13.6,42.27,44.77
1145,mobile,8,18.8,1.97,4.47
1146,mobile,5,22.87,7.66,10.16
1147,mobile,2,57.23,29.01,31.51
1148,desktop,8,41.16,36.11,38.61
1149,mobile,5,26.05,39.11,41.61
1150,desktop,5,23.99,0.0,2.5
1151,mobile,5,28.38,6.85,9.35
1152,desktop,7,29.48,2.56,5.06
1153,mobile,8,43.04,0.0,2.5
1154,mobile,5,24.39,15.76,18.26
1155,mobile,7,24.86,16.29,18.79
1156,desktop,7,36.54,18.9,21.4
1157,desktop,3,31.86,0.0,2.5
1158,mobile,5,15.32,49.45,51.95
1159,desktop,8,29.23,0.0,2.5
1160,desktop,4,82.61,39.9,42.4
1161,mobile,4,28.21,0.0,2.5
1162,mobile,7,41.98,17.75,20.25
1163,mobile,6,17.44,0.0,2.5
1164,mobile,2,47.61,0.0,2.5
1165,desktop,3,58.47,19.18,21.68
1166,mobile,6,69.7,28.55,31.05
1167,mobile,5,224.41,76.61,79.11
1168,desktop,4,41.04,6.8,9.3
1169,desktop,7,123.86,34.67,37.17
1170,desktop,7,71.14,3.99,6.49
1171,mobile,3,217.06,71.56,74.06
1172,mobile,7,151.58,50.18,52.68
1173,desktop,4,81.36,25.53,28.03
1174,desktop,9,56.11,17.88,20.38
1175,mobile,5,38.63,4.36,6.86
1176,mobile,6,98.38,56.84,59.34
1177,mobile,6,21.52,41.93,44.43
1178,mobile,6,20.8,0.0,2.5
1179,mobile,4,42.47,24.89,27.39
1180,mobile,5,37.15,0.0,2.5
1181,desktop,4,118.67,61.43,63.93
1182,desktop,7,25.26,47.0,49.5
1183,mobile,7,102.96,41.2,43.7
1184,mobile,5,117.0,52.78,55.28
1185,mobile,5,47.05,0.0,2.5
1186,mobile,4,57.83,22.72,25.22
1187,desktop,4,35.91,36.45,38.95
1188,desktop,4,160.01,43.35,45.85
1189,desktop,6,67.57,40.19,42.69
1190,mobile,6,28.6,8.31,10.81
1191,mobile,3,56.75,19.4,21.9
1192,mobile,4,24.82,10.01,12.51
1193,mobile,6,49.33,0.0,2.5
1194,mobile,4,44.86,0.0,2.5
1195,mobile,6,57.43,0.84,3.34
1196,mobile,5,43.94,4.53,7.03
1197,mobile,5,1.12,2.02,4.52
1198,mobile,7,18.44,14.37,16.87
1199,mobile,3,92.0,31.03,33.53
1200,mobile,5,44.0,42.52,45.02
1201,mobile,3,185.01,65.62,68.12
1202,mobile,8,76.17,15.68,18.18
1203,mobile,5,92.94,46.09,48.59
1204,mobile,4,62.7,24.68,27.18
1205,mobile,4,20.36,12.86,15.36
1206,mobile,4,41.63,10.1,12.6
1207,mobile,5,77.0,38.04,40.54
1208,mobile,4,47.72,3.51,6.01
1209,mobile,5,80.22,36.46,38.96
1210,desktop,5,27.9,25.61,28.11
1211,mobile,10,76.14,14.6,17.1
1212,mobile,3,123.43,57.88,60.38
1213,mobile,8,72.67,22.05,24.55
1214,mobile,4,30.24,55.94,58.44
1215,mobile,4,17.19,0.0,2.5
1216,desktop,3,24.58,20.75,23.25
1217,mobile,3,27.69,32.5,35.0
1218,mobile,2,46.11,0.0,2.5
1219,mobile,4,40.07,21.71,24.21
1220,mobile,10,130.8,34.51,37.01
1221,desktop,6,38.65,28.32,30.82
1222,mobile,5,41.83,40.33,42.83
1223,desktop,3,31.04,6.46,8.96
1224,mobile,10,36.38,0.98,3.48
1225,desktop,6,28.89,11.92,14.42
1226,mobile,6,56.12,39.34,41.84
1227,desktop,3,179.14,87.19,89.69
1228,desktop,3,92.58,47.9,50.4
1229,mobile,2,59.1,0.0,2.5
1230,desktop,5,48.45,18.98,21.48
1231,mobile,5,2.26,29.44,31.94
1232,desktop,2,97.36,42.23,44.73
1233,mobile,7,62.6,0.38,2.88
1234,mobile,9,86.64,8.65,11.15
1235,mobile,6,20.78,30.77,33.27
1236,mobile,4,66.85,34.17,36.67
1237,mobile,3,169.49,92.65,95.15
1238,mobile,5,140.49,51.46,53.96
1239,mobile,3,43.96,3.25,5.75
1240,mobile,3,15.96,2.62,5.12
1241,desktop,3,46.02,0.0,2.5
1242,desktop,10,78.23,36.18,38.68
1243,mobile,1,21.78,25.63,28.13
1244,mobile,5,66.26,23.46,25.96
1245,mobile,5,57.94,0.0,2.5
1246,desktop,3,97.74,34.94,37.44
1247,desktop,4,56.13,4.1,6.6
1248,desktop,7,109.77,49.44,51.94
1249,desktop,3,59.46,20.04,22.54
1250,desktop,2,27.15,13.81,16.31
1251,mobile,3,49.55,5.23,7.73
1252,desktop,7,20.97,30.31,32.81
1253,mobile,5,98.42,37.31,39.81
1254,mobile,6,83.36,17.26,19.76
1255,mobile,5,175.15,32.97,35.47
1256,mobile,3,26.22,13.99,16.49
1257,desktop,3,63.63,24.1,26.6
1258,desktop,2,43.73,28.25,30.75
1259,mobile,9,36.58,57.11,59.61
1260,desktop,4,9.91,0.0,2.5
1261,mobile,6,103.2,29.9,32.4
1262,mobile,2,150.66,60.25,62.75
1263,mobile,6,39.82,16.37,18.87
1264,mobile,3,104.04,32.83,35.33
1265,mobile,1,56.38,0.0,2.5
1266,desktop,5,102.18,41.81,44.31
1267,mobile,8,54.21,0.0,2.5
1268,mobile,3,75.71,37.81,40.31
1269,mobile,5,32.66,0.0,2.5
1270,mobile,4,42.07,0.0,2.5
1271,desktop,4,17.76,0.0,2.5
1272,mobile,4,93.7,34.84,37.34
1273,desktop,3,138.31,63.47,65.97
1274,mobile,7,46.0,5.29,7.79
1275,mobile,8,81.0,49.41,51.91
1276,desktop,10,49.1,14.31,16.81
1277,mobile,7,93.79,74.7,77.2
1278,mobile,3,25.46,0.0,2.5
1279,desktop,3,28.18,25.15,27.65
1280,mobile,4,94.85,40.73,43.23
1281,desktop,8,26.02,28.75,31.25
1282,mobile,3,20.35,28.7,31.2
1283,mobile,4,54.47,23.89,26.39
1284,mobile,8,106.32,40.76,43.26
1285,desktop,4,52.37,2.49,4.99
1286,desktop,4,46.32,35.12,37.62
1287,mobile,3,38.52,5.55,8.05
1288,mobile,3,9.97,3.69,6.19
1289,desktop,7,29.3,0.0,2.5
1290,mobile,5,92.66,0.0,2.5
1291,mobile,5,39.01,47.46,49.96
1292,desktop,5,79.75,16.16,18.66
1293,mobile,6,67.07,22.2,24.7
1294,mobile,5,18.28,14.16,16.66
1295,mobile,8,94.4,12.93,15.43
1296,mobile,4,44.01,15.2,17.7
1297,mobile,5,82.43,57.66,60.16
1298,mobile,5,109.94,45.34,47.84
1299,mobile,3,51.85,0.0,2.5
1300,desktop,6,72.44,35.29,37.79
1301,mobile,10,107.37,40.64,43.14
1302,mobile,6,13.9,26.34,28.84
1303,mobile,10,50.86,10.35,12.85
1304,mobile,6,51.17,21.84,24.34
1305,desktop,3,101.02,57.75,60.25
1306,desktop,9,90.93,21.98,24.48
1307,mobile,4,144.94,51.26,53.76
1308,desktop,4,51.34,6.11,8.61
1309,mobile,6,29.3,0.0,2.5
1310,mobile,6,37.79,17.02,19.52
1311,mobile,5,139.41,49.5,52.0
1312,mobile,4,112.3,43.1,45.6
1313,mobile,6,27.69,0.0,2.5
1314,desktop,4,29.34,0.0,2.5
1315,mobile,8,41.02,6.38,8.88
1316,mobile,7,26.43,0.0,2.5
1317,mobile,4,93.04,28.16,30.66
1318,mobile,4,38.94,12.5,15.0
1319,mobile,7,117.19,56.34,58.84
1320,mobile,3,25.06,10.05,12.55
1321,mobile,1,154.77,77.51,80.01
1322,desktop,4,85.87,22.22,24.72
1323,mobile,4,50.91,20.36,22.86
1324,mobile,5,30.48,0.0,2.5
1325,mobile,5,51.79,12.06,14.56
1326,mobile,7,186.25,68.78,71.28
1327,mobile,6,274.14,78.94,81.44
1328,mobile,4,11.71,1.59,4.09
1329,mobile,3,69.68,18.17,20.67
1330,mobile,6,75.19,18.83,21.33
1331,desktop,4,16.14,18.39,20.89
1332,desktop,4,15.52,15.41,17.91
1333,mobile,9,26.21,0.0,2.5
1334,desktop,7,7.71,8.23,10.73
1335,mobile,3,50.57,35.74,38.24
1336,mobile,3,7.76,34.78,37.28
1337,mobile,7,15.91,19.81,22.31
1338,mobile,5,56.29,19.07,21.57
1339,mobile,7,133.08,32.52,35.02
1340,desktop,8,68.64,16.83,19.33
1341,desktop,3,159.3,47.0,49.5
1342,desktop,3,31.4,0.0,2.5
1343,mobile,8,93.12,40.26,42.76
1344,mobile,7,47.25,16.97,19.47
1345,desktop,5,35.81,11.21,13.71
1346,mobile,6,21.93,0.0,2.5
1347,desktop,5,18.62,10.36,12.86
1348,mobile,9,14.96,16.58,19.08
1349,mobile,3,6.43,0.0,2.5
1350,mobile,2,37.22,13.97,16.47
1351,mobile,4,26.98,8.65,11.15
1352,desktop,5,96.47,31.05,33.55
1353,mobile,4,64.43,0.0,2.5
1354,desktop,6,41.67,0.0,2.5
1355,desktop,3,72.34,21.16,23.66
1356,mobile,5,20.82,0.0,2.5
1357,mobile,2,19.47,16.37,18.87
1358,desktop,3,71.31,38.6,41.1
1359,desktop,4,32.3,46.84,49.34
1360,desktop,4,111.08,49.58,52.08
1361,mobile,5,13.81,3.07,5.57
1362,mobile,4,44.64,26.3,28.8
1363,desktop,3,139.85,86.72,89.22
1364,mobile,7,41.96,47.04,49.54
1365,mobile,5,27.16,0.0,2.5
1366,mobile,4,23.34,0.0,2.5
1367,mobile,2,18.84,1.31,3.81
1368,mobile,2,83.03,36.04,38.54
1369,desktop,7,26.36,24.64,27.14
1370,mobile,5,22.04,0.0,2.5
1371,mobile,5,76.57,0.81,3.31
1372,desktop,3,5.95,0.73,3.23
1373,desktop,5,15.49,0.0,2.5
1374,desktop,2,54.84,21.97,24.47
1375,mobile,5,5.08,1.58,4.08
